,movieId,movieTitle,releaseDate,Genre
91,83,Much Ado About Nothing (1993),01-Jan-93,"['Comedy', 'Romance']"
92,960,Naked (1993),01-Jan-93,['Drama']
93,91,"Nightmare Before Christmas, The (1993)",01-Jan-93,"['Childrens', 'Comedy', 'Musical']"
94,1562,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",01-Jan-93,['Documentary']
95,961,Orlando (1993),01-Jan-93,['Drama']
96,1622,"Paris, France (1993)",01-Jan-93,['Comedy']
97,686,"Perfect World, A (1993)",01-Jan-93,"['Action', 'Drama']"
98,735,Philadelphia (1993),01-Jan-93,['Drama']
99,582,"Piano, The (1993)",01-Jan-93,"['Drama', 'Romance']"
100,807,Poetic Justice (1993),01-Jan-93,['Drama']
101,808,"Program, The (1993)",01-Jan-93,"['Action', 'Drama']"
102,86,"Remains of the Day, The (1993)",01-Jan-93,['Drama']
103,809,Rising Sun (1993),01-Jan-93,"['Action', 'Drama', 'Mystery']"
104,395,Robin Hood: Men in Tights (1993),01-Jan-93,['Comedy']
105,1274,Robocop 3 (1993),01-Jan-93,"['SciFi', 'Thriller']"
106,583,Romeo Is Bleeding (1993),01-Jan-93,"['Crime', 'Thriller']"
107,962,Ruby in Paradise (1993),01-Jan-93,['Drama']
108,468,Rudy (1993),01-Jan-93,['Drama']
109,318,Schindler's List (1993),01-Jan-93,"['Drama', 'War']"
110,87,Searching for Bobby Fischer (1993),01-Jan-93,['Drama']
111,1555,"Secret Adventures of Tom Thumb, The (1993)",01-Jan-93,"['Adventure', 'Childrens']"
112,584,"Secret Garden, The (1993)",01-Jan-93,"['Childrens', 'Drama']"
113,736,Shadowlands (1993),01-Jan-93,"['Drama', 'Romance']"
114,469,Short Cuts (1993),01-Jan-93,['Drama']
115,1101,Six Degrees of Separation (1993),01-Jan-93,"['Drama', 'Mystery']"
116,88,Sleepless in Seattle (1993),01-Jan-93,"['Comedy', 'Romance']"
117,90,So I Married an Axe Murderer (1993),01-Jan-93,"['Comedy', 'Romance', 'Thriller']"
118,585,Son in Law (1993),01-Jan-93,['Comedy']
119,593,Stalingrad (1993),01-Jan-93,['War']
120,1339,Stefano Quantestorie (1993),01-Jan-93,"['Comedy', 'Drama']"
121,397,Striking Distance (1993),01-Jan-93,['Action']
122,398,Super Mario Bros. (1993),01-Jan-93,"['Action', 'Adventure', 'Childrens', 'SciFi']"
123,811,Thirty-Two Short Films About Glenn Gould (1993),01-Jan-93,['Documentary']
124,399,"Three Musketeers, The (1993)",01-Jan-93,"['Action', 'Adventure', 'Comedy']"
125,470,Tombstone (1993),01-Jan-93,[]
126,60,Three Colors: Blue (1993),01-Jan-93,['Drama']
127,92,True Romance (1993),01-Jan-93,"['Action', 'Crime', 'Romance']"
128,1141,"War Room, The (1993)",01-Jan-93,['Documentary']
129,65,What's Eating Gilbert Grape (1993),01-Jan-93,"['Comedy', 'Drama']"
130,942,What's Love Got to Do with It (1993),01-Jan-93,['Drama']
131,1353,1-900 (1994),01-Jan-94,['Romance']
132,1633,� k�ldum klaka (Cold Fever) (1994) ? 95,08-Mar-96,"['Comedy', 'Drama']"
133,67,Ace Ventura: Pet Detective (1994),01-Jan-94,['Comedy']
134,382,"Adventures of Priscilla, Queen of the Desert, The (1994)",01-Jan-94,"['Comedy', 'Drama']"
135,801,"Air Up There, The (1994)",01-Jan-94,['Comedy']
136,940,Airheads (1994),01-Jan-94,['Comedy']
137,1069,Amateur (1994),01-Jan-94,"['Crime', 'Drama', 'Thriller']"
138,812,Andre (1994),01-Jan-94,"['Adventure', 'Childrens']"
139,1308,Babyfever (1994),01-Jan-94,"['Comedy', 'Drama']"
140,1247,Bad Girls (1994),01-Jan-94,[]
141,702,Barcelona (1994),01-Jan-94,"['Comedy', 'Romance']"
142,388,Beverly Hills Cop III (1994),01-Jan-94,"['Action', 'Comedy']"
143,1202,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",19-Jul-96,['Comedy']
144,389,Black Beauty (1994),01-Jan-94,"['Adventure', 'Childrens']"
145,1248,Blink (1994),01-Jan-94,['Thriller']
146,572,Blown Away (1994),01-Jan-94,"['Action', 'Thriller']"
147,1145,Blue Chips (1994),01-Jan-94,['Drama']
148,1211,Blue Sky (1994),01-Jan-94,"['Drama', 'Romance']"
149,75,Brother Minister: The Assassination of Malcolm X (1994),01-Jan-94,['Documentary']
150,698,"Browning Version, The (1994)",01-Jan-94,['Drama']
151,792,Bullets Over Broadway (1994),01-Jan-94,['Comedy']
152,998,Cabin Boy (1994),01-Jan-94,['Comedy']
153,1327,Captives (1994),16-Sep-94,['Drama']
154,1129,Chungking Express (1994),16-Feb-96,"['Drama', 'Mystery', 'Romance']"
155,575,City Slickers II: The Legend of Curly's Gold (1994),01-Jan-94,['Comedy']
156,999,Clean Slate (1994),01-Jan-94,['Comedy']
157,566,Clear and Present Danger (1994),01-Jan-94,"['Action', 'Adventure', 'Thriller']"
158,42,Clerks (1994),01-Jan-94,['Comedy']
159,356,"Client, The (1994)",01-Jan-94,"['Drama', 'Mystery', 'Thriller']"
160,1112,Cobb (1994),01-Jan-94,['Drama']
161,1273,Color of Night (1994),01-Jan-94,"['Drama', 'Thriller']"
162,1182,Cops and Robbersons (1994),01-Jan-94,['Comedy']
163,731,"Corrina, Corrina (1994)",01-Jan-94,"['Comedy', 'Drama', 'Romance']"
164,1080,Celestial Clockwork (1994),12-Jul-96,['Comedy']
165,1290,Country Life (1994),01-Jan-94,"['Drama', 'Romance']"
166,1183,"Cowboy Way, The (1994)",01-Jan-94,"['Action', 'Comedy']"
167,793,Crooklyn (1994),01-Jan-94,['Comedy']
168,68,"Crow, The (1994)",01-Jan-94,"['Action', 'Romance', 'Thriller']"
169,32,Crumb (1994),01-Jan-94,['Documentary']
170,1109,Death and the Maiden (1994),01-Jan-94,"['Drama', 'Thriller']"
171,1199,Cemetery Man (Dellamorte Dellamore) (1994),12-Apr-96,"['Comedy', 'Horror']"
172,43,Disclosure (1994),01-Jan-94,"['Drama', 'Thriller']"
173,44,Dolores Claiborne (1994),01-Jan-94,"['Drama', 'Thriller']"
174,1111,Double Happiness (1994),01-Mar-96,['Drama']
175,779,Drop Zone (1994),01-Jan-94,['Action']
176,780,Dumb & Dumber (1994),01-Jan-94,['Comedy']
177,47,Ed Wood (1994),01-Jan-94,"['Comedy', 'Drama']"
178,1184,"Endless Summer 2, The (1994)",01-Jan-94,['Documentary']
179,725,Exit to Eden (1994),01-Jan-94,['Comedy']
180,46,Exotica (1994),01-Jan-94,['Drama']
181,1655,"Favor, The (1994)",01-Jan-94,"['Comedy', 'Romance']"
182,383,"Flintstones, The (1994)",01-Jan-94,"['Childrens', 'Comedy']"
183,1357,For the Moment (1994),01-Jan-94,"['Romance', 'War']"
184,69,Forrest Gump (1994),01-Jan-94,"['Comedy', 'Romance', 'War']"
185,70,Four Weddings and a Funeral (1994),01-Jan-94,"['Comedy', 'Romance']"
186,561,Mary Shelley's Frankenstein (1994),01-Jan-94,"['Drama', 'Horror']"
187,1169,Fresh (1994),01-Jan-94,['Drama']
188,1303,"Getaway, The (1994)",01-Jan-94,['Action']
189,733,Go Fish (1994),01-Jan-94,"['Drama', 'Romance']"
190,814,"Great Day in Harlem, A (1994)",01-Jan-94,['Documentary']
191,1600,Guantanamera (1994) ? 95,16-May-97,['Comedy']
192,558,Heavenly Creatures (1994),01-Jan-94,"['Drama', 'Fantasy', 'Thriller']"
193,377,Heavyweights (1995),01-Jan-94,"['Childrens', 'Comedy']"
194,48,Hoop Dreams (1994),01-Jan-94,['Documentary']
195,376,Houseguest (1995),01-Jan-94,['Comedy']
196,81,"Hudsucker Proxy, The (1994)",01-Jan-94,"['Comedy', 'Romance']"
197,1180,I Love Trouble (1994),01-Jan-94,"['Action', 'Comedy']"
198,49,I.Q. (1994),01-Jan-94,"['Comedy', 'Romance']"
199,727,Immortal Beloved (1994),01-Jan-94,"['Drama', 'Romance']"
200,1185,In the Army Now (1994),01-Jan-94,"['Comedy', 'War']"
201,1186,"Inkwell, The (1994)",01-Jan-94,"['Comedy', 'Drama']"
202,559,Interview with the Vampire (1994),01-Jan-94,"['Drama', 'Horror']"
203,794,It Could Happen to You (1994),01-Jan-94,"['Drama', 'Romance']"
204,1370,I Can't Sleep (J'ai pas sommeil) (1994),01-Jan-94,"['Drama', 'Thriller']"
205,1366,JLG/JLG - autoportrait de d�cembre (1994),01-Jan-94,"['Documentary', 'Drama']"
206,804,Jimmy Hollywood (1994),01-Jan-94,['Comedy']
207,465,"Jungle Book, The (1994)",01-Jan-94,"['Adventure', 'Childrens', 'Romance']"
208,728,Junior (1994),01-Jan-94,"['Comedy', 'SciFi']"
209,1626,Nobody Loves Me (Keiner liebt mich) (1994),09-Feb-96,"['Comedy', 'Drama']"
210,1275,Killer (Bulletproof Heart) (1994),,['Thriller']
211,943,Killing Zoe (1994),01-Jan-94,['Thriller']
212,1628,Lamerica (1994),01-Jan-94,['Drama']
213,741,"Last Supper, The (1995)",05-Apr-96,"['Drama', 'Thriller']"
214,51,Legends of the Fall (1994),01-Jan-94,"['Drama', 'Romance', 'War']"
215,1000,Lightning Jack (1994),01-Jan-94,['Comedy']
216,71,"Lion King, The (1994)",01-Jan-94,"['Animation', 'Childrens', 'Musical']"
217,1032,Little Big League (1994),01-Jan-94,"['Childrens', 'Comedy']"
218,782,Little Odessa (1994),01-Jan-94,['Drama']
219,400,"Little Rascals, The (1994)",01-Jan-94,"['Childrens', 'Comedy']"
220,699,Little Women (1994),01-Jan-94,['Drama']
221,1324,Loaded (1994),12-Apr-96,"['Drama', 'Thriller']"
222,1297,Love Affair (1994),01-Jan-94,"['Drama', 'Romance']"
223,1077,Love and a .45 (1994),01-Jan-94,['Thriller']
224,1181,"Low Down Dirty Shame, A (1994)",01-Jan-94,"['Action', 'Comedy']"
225,55,"Professional, The (1994)",01-Jan-94,"['Crime', 'Drama', 'Romance', 'Thriller']"
226,52,"Madness of King George, The (1994)",01-Jan-94,['Drama']
227,1075,"Man of No Importance, A (1994)",01-Jan-94,['Drama']
228,72,"Mask, The (1994)",01-Jan-94,"['Comedy', 'Crime', 'Fantasy']"
229,73,Maverick (1994),01-Jan-94,"['Action', 'Comedy']"
230,119,Maya Lin: A Strong Clear Vision (1994),01-Jan-94,['Documentary']
231,783,Milk Money (1994),01-Jan-94,"['Comedy', 'Romance']"
232,1368,Mina Tannenbaum (1994),01-Jan-94,['Drama']
233,378,Miracle on 34th Street (1994),01-Jan-94,['Drama']
234,1209,Mixed Nuts (1994),01-Jan-94,['Comedy']
235,1113,Mrs. Parker and the Vicious Circle (1994),01-Jan-94,['Drama']
236,381,Muriel's Wedding (1994),01-Jan-94,"['Comedy', 'Romance']"
237,37,Nadja (1994),01-Jan-94,['Drama']
238,384,Naked Gun 33 1/3: The Final Insult (1994),01-Jan-94,['Comedy']
239,53,Natural Born Killers (1994),01-Jan-94,"['Action', 'Thriller']"
240,729,Nell (1994),01-Jan-94,['Drama']
241,548,"NeverEnding Story III, The (1994)",02-Feb-96,"['Childrens', 'Fantasy']"
242,1661,"New Age, The (1994)",01-Jan-94,['Drama']
243,956,Nobody's Fool (1994),01-Jan-94,['Drama']
244,1271,North (1994),01-Jan-94,['Comedy']
245,1264,Nothing to Lose (1994),16-Aug-96,['Drama']
246,1328,Of Love and Shadows (1994),10-May-96,['Drama']
247,1194,Once Were Warriors (1994),01-Jan-94,"['Crime', 'Drama']"
248,785,Only You (1994),01-Jan-94,"['Comedy', 'Romance']"
249,1076,"Pagemaster, The (1994)",01-Jan-94,"['Action', 'Adventure', 'Animation', 'Childrens', 'Fantasy']"
250,1099,"Red Firecracker, Green Firecracker (1994)",01-Jan-94,['Drama']
251,1044,"Paper, The (1994)",01-Jan-94,"['Comedy', 'Drama']"
252,14,"Postino, Il (1994)",01-Jan-94,"['Drama', 'Romance']"
253,1193,Before the Rain (Pred dozhdot) (1994),01-Jan-94,['Drama']
254,57,Priest (1994),01-Jan-94,['Drama']
255,1285,Princess Caraboo (1994),01-Jan-94,['Drama']
256,1230,Ready to Wear (Pret-A-Porter) (1994),01-Jan-94,['Comedy']
257,56,Pulp Fiction (1994),01-Jan-94,"['Crime', 'Drama']"
258,58,Quiz Show (1994),01-Jan-94,['Drama']
259,394,Radioland Murders (1994),01-Jan-94,"['Comedy', 'Mystery', 'Romance']"
260,1074,Reality Bites (1994),01-Jan-94,"['Comedy', 'Drama']"
261,85,"Ref, The (1994)",01-Jan-94,['Comedy']
262,730,"Queen Margot (Reine Margot, La) (1994)",01-Jan-96,"['Drama', 'Romance']"
263,788,Relative Fear (1994),01-Jan-94,"['Horror', 'Thriller']"
264,944,Renaissance Man (1994),01-Jan-94,"['Comedy', 'Drama', 'War']"
265,281,"River Wild, The (1994)",01-Jan-94,"['Action', 'Thriller']"
266,1140,"Road to Wellville, The (1994)",01-Jan-94,['Comedy']
267,84,Robert A. Heinlein's The Puppet Masters (1994),01-Jan-94,"['Horror', 'SciFi']"
268,1171,Wild Reeds (1994),01-Jan-94,['Drama']
269,1554,Safe Passage (1994),01-Jan-94,['Drama']
270,63,"Santa Clause, The (1994)",01-Jan-94,"['Childrens', 'Comedy']"
271,1224,"Scout, The (1994)",01-Jan-94,['Drama']
272,463,"Secret of Roan Inish, The (1994)",01-Jan-94,['Adventure']
273,396,Serial Mom (1994),01-Jan-94,"['Comedy', 'Crime', 'Horror']"
274,810,"Shadow, The (1994)",01-Jan-94,['Action']
275,1073,Shallow Grave (1994),01-Jan-94,['Thriller']
276,64,"Shawshank Redemption, The (1994)",01-Jan-94,['Drama']
277,1595,Shopping (1994),09-Feb-96,"['Action', 'Thriller']"
278,1333,Midnight Dancers (Sibak) (1994),01-Jan-94,"['Comedy', 'Drama']"
279,1055,"Simple Twist of Fate, A (1994)",01-Jan-94,['Drama']
280,737,Sirens (1994),01-Jan-94,"['Comedy', 'Drama']"
281,1334,Somebody to Love (1994),14-Jun-96,['Drama']
282,1170,Spanking the Monkey (1994),01-Jan-94,"['Comedy', 'Drama']"
283,796,Speechless (1994),01-Jan-94,"['Comedy', 'Romance']"
284,568,Speed (1994),01-Jan-94,"['Action', 'Romance', 'Thriller']"
285,380,Star Trek: Generations (1994),01-Jan-94,"['Action', 'Adventure', 'SciFi']"
286,62,Stargate (1994),01-Jan-94,"['Action', 'Adventure', 'SciFi']"
287,1167,"Sum of Us, The (1994)",01-Jan-94,['Comedy']
288,1314,Surviving the Game (1994),01-Jan-94,"['Action', 'Adventure', 'Thriller']"
289,1272,Talking About Sex (1994),01-Jan-94,"['Comedy', 'Drama']"
290,586,Terminal Velocity (1994),01-Jan-94,['Action']
291,738,Threesome (1994),01-Jan-94,"['Comedy', 'Romance']"
292,1345,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",01-Jan-94,['Drama']
293,1561,Tigrero: A Film That Was Never Made (1994),01-Jan-94,"['Documentary', 'Drama']"
294,797,Timecop (1994),01-Jan-94,"['Action', 'SciFi']"
295,1148,Tom & Viv (1994),01-Jan-94,['Drama']
296,59,Three Colors: Red (1994),01-Jan-94,['Drama']
297,385,True Lies (1994),01-Jan-94,"['Action', 'Adventure', 'Comedy', 'Romance']"
298,61,Three Colors: White (1994),01-Jan-94,['Drama']
299,1330,An Unforgettable Summer (1994),01-Jan-94,['Drama']
300,753,Burnt By the Sun (1994),01-Jan-94,['Drama']
301,464,Vanya on 42nd Street (1994),01-Jan-94,['Drama']
302,1360,"Sexual Life of the Belgians, The (1994)",01-Jan-94,['Comedy']
303,1058,"War, The (1994)",01-Jan-94,"['Adventure', 'Drama']"
304,567,Wes Craven's New Nightmare (1994),01-Jan-94,['Horror']
305,1100,What Happened Was... (1994),01-Jan-94,"['Comedy', 'Drama', 'Romance']"
306,1221,When a Man Loves a Woman (1994),01-Jan-94,['Drama']
307,703,Widows' Peak (1994),01-Jan-94,['Drama']
308,941,With Honors (1994),01-Jan-94,"['Comedy', 'Drama']"
309,569,Wolf (1994),01-Jan-94,"['Drama', 'Horror']"
310,570,Wyatt Earp (1994),01-Jan-94,[]
311,1557,Yankee Zulu (1994),16-Feb-96,"['Comedy', 'Drama']"
312,45,Eat Drink Man Woman (1994),01-Jan-94,"['Comedy', 'Drama']"
313,1681,You So Crazy (1994),01-Jan-94,['Comedy']
314,364,Ace Ventura: When Nature Calls (1995),01-Jan-95,['Comedy']
315,757,Across the Sea of Time (1995),01-Jan-95,['Documentary']
316,767,"Addiction, The (1995)",01-Jan-95,['Horror']
317,1469,Tom and Huck (1995),01-Jan-95,"['Adventure', 'Childrens']"
318,1540,"Amazing Panda Adventure, The (1995)",01-Jan-95,"['Adventure', 'Childrens']"
319,692,"American President, The (1995)",01-Jan-95,"['Comedy', 'Drama', 'Romance']"
320,1643,Angel Baby (1995),10-Jan-97,['Drama']
321,1603,Angela (1995),16-Feb-96,['Drama']
322,20,Angels and Insects (1995),01-Jan-95,"['Drama', 'Romance']"
323,1225,Angus (1995),01-Jan-95,['Comedy']
324,1084,Anne Frank Remembered (1995),23-Feb-96,['Documentary']
325,19,Antonia's Line (1995),01-Jan-95,['Drama']
326,1217,Assassins (1995),01-Jan-95,['Thriller']
327,1227,"Awfully Big Adventure, An (1995)",01-Jan-95,['Drama']
328,8,Babe (1995),01-Jan-95,"['Childrens', 'Comedy', 'Drama']"
329,791,"Baby-Sitters Club, The (1995)",01-Jan-95,['Childrens']
330,1508,"Babysitter, The (1995)",01-Jan-95,"['Drama', 'Thriller']"
331,27,Bad Boys (1995),01-Jan-95,['Action']
332,798,Bad Company (1995),01-Jan-95,['Action']
333,18,"White Balloon, The (1995)",01-Jan-95,['Drama']
334,1066,Balto (1995),01-Jan-95,"['Animation', 'Childrens']"
335,697,"Basketball Diaries, The (1995)",01-Jan-95,['Drama']
336,29,Batman Forever (1995),01-Jan-95,"['Action', 'Adventure', 'Comedy', 'Crime']"
337,955,Before Sunrise (1995),01-Jan-95,"['Drama', 'Romance']"
338,1250,Best of the Best 3: No Turning Back (1995),01-Jan-95,['Action']
339,1107,Beyond Rangoon (1995),01-Jan-95,['Drama']
340,996,"Big Green, The (1995)",01-Jan-95,"['Childrens', 'Comedy']"
341,41,Billy Madison (1995),01-Jan-95,['Comedy']
342,1087,Bloodsport 2 (1995),01-Mar-96,['Action']
343,952,Blue in the Face (1995),01-Jan-95,['Comedy']
344,723,Boys on the Side (1995),01-Jan-95,"['Comedy', 'Drama']"
345,401,"Brady Bunch Movie, The (1995)",01-Jan-95,['Comedy']
346,22,Braveheart (1995),16-Feb-96,"['Action', 'Drama', 'War']"
347,371,"Bridges of Madison County, The (1995)",09-Feb-96,"['Drama', 'Romance']"
348,26,"Brothers McMullen, The (1995)",01-Jan-95,['Comedy']
349,1636,Brothers in Trouble (1995),26-Apr-96,['Drama']
350,1246,Bushwhacked (1995),01-Jan-95,['Comedy']
351,1621,Butterfly Kiss (1995),26-Apr-96,['Thriller']
352,1446,"Bye Bye, Love (1995)",01-Jan-95,['Comedy']
353,816,Candyman: Farewell to the Flesh (1995),01-Jan-95,['Horror']
354,714,Carrington (1995),01-Jan-95,"['Drama', 'Romance']"
355,693,Casino (1995),01-Jan-95,['Drama']
356,768,Casper (1995),01-Jan-95,"['Adventure', 'Childrens']"
357,1318,Catwalk (1995),07-Jun-96,['Documentary']
358,813,"Celluloid Closet, The (1995)",15-Mar-96,['Documentary']
359,724,Circle of Friends (1995),01-Jan-95,"['Drama', 'Romance']"
360,919,"City of Lost Children, The (1995)",01-Jan-95,"['Adventure', 'SciFi']"
361,1267,Clockers (1995),01-Jan-95,['Drama']
362,367,Clueless (1995),01-Jan-95,['Comedy']
363,1414,Coldblooded (1995),01-Jan-95,['Action']
364,1556,Condition Red (1995),01-Jan-95,"['Action', 'Drama', 'Thriller']"
365,769,Congo (1995),01-Jan-95,"['Action', 'Adventure', 'Mystery', 'SciFi']"
366,1342,"Convent, The (Convento, O) (1995)",14-Jun-96,['Drama']
367,5,Copycat (1995),01-Jan-95,"['Crime', 'Drama', 'Thriller']"
368,31,Crimson Tide (1995),01-Jan-95,"['Drama', 'Thriller', 'War']"
369,460,"Crossing Guard, The (1995)",01-Jan-95,['Drama']
370,1340,"Crude Oasis, The (1995)",01-Jan-95,['Romance']
371,459,"Cry, the Beloved Country (1995)",01-Jan-95,['Drama']
372,1468,"Cure, The (1995)",01-Jan-95,['Drama']
373,1239,Cutthroat Island (1995),01-Jan-95,"['Action', 'Adventure', 'Romance']"
374,1156,Cyclo (1995),02-Aug-96,"['Crime', 'Drama']"
375,1623,"C�r�monie, La (1995)",20-Dec-96,['Drama']
376,1641,Dadetown (1995),18-Sep-96,['Documentary']
377,366,Dangerous Minds (1995),01-Jan-95,['Drama']
378,922,Dead Man (1995),10-May-96,[]
379,9,Dead Man Walking (1995),01-Jan-95,['Drama']
380,1478,Dead Presidents (1995),01-Jan-95,"['Action', 'Crime', 'Drama']"
381,1288,Denise Calls Up (1995),29-Mar-96,['Comedy']
382,33,Desperado (1995),01-Jan-95,"['Action', 'Romance', 'Thriller']"
